6,2,3,4,5,6
NB,NB,OD,,Ctr to End,wt
0+1/4,8,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A
0+1/2,15,N/A,N/A,N/A,N/A
0+3/4,20,N/A,N/A,N/A,N/A
1,25,33.3375,0,1,0.13
1+1/4,32,42.06875,0,1.25,0.23
1+1/2,40,47.625,0,1.5,0.3
2,50,60.325,0,2,0.6
2+1/2,65,73.025,0,2.5,1.15
3,80,88.9,0,3,1.85
3+1/2,90,102.39375,0,3.5,2.6
4,100,114.3,0,4,3.35
5,125,141.2875,0,5,6.2
6,150,168.275,0,6,10.2
8,200,219.075,0,8,22.5
10,250,273.05,0,10,40
12,300,323.85,0,12,66.28
14,350,356.39375,0,14,93.07
16,400,405.60625,0,16,136.2
18,450,457.2,0,18,191.6
20,500,508,0,20,260.14
22,550,558.8,0,22,350.5
24,600,610.39375,0,24,443.55
